type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,coordenadas
small_airport,Northern Lite Airport,44.304298400878906,-89.05010223388672,860.0,US,"[-89.05010223388672, 44.304298400878906]"
small_airport,Hawks Run Airport,46.25,-117.2490005493164,2900.0,US,"[-117.2490005493164, 46.25]"
small_airport,Lazy J. Aerodrome,38.82889938354492,-79.86609649658203,2060.0,US,"[-79.86609649658203, 38.82889938354492]"
heliport,Mountain View Regional Hospital Heliport,42.840361,-106.224443,5210.0,US,"[-106.224443, 42.840361]"
small_airport,L P Askew Farms Airport,33.03340148925781,-101.93399810791016,3110.0,US,"[-101.93399810791016, 33.03340148925781]"
small_airport,Purkeypile Airport,62.94359970092773,-152.27000427246094,1950.0,US,"[-152.27000427246094, 62.94359970092773]"
heliport,Providence Seward Medical Center Heliport,60.1058739754,-149.446249008,120.0,US,"[-149.446249008, 60.1058739754]"
small_airport,Ware Island Airport,32.94599914550781,-86.51390075683594,344.0,US,"[-86.51390075683594, 32.94599914550781]"
heliport,DeQueen Medical Center Heliport,34.047456,-94.354023,440.0,US,"[-94.354023, 34.047456]"
heliport,Yat Heliport,34.60810089111328,-111.86499786376952,3300.0,US,"[-111.86499786376952, 34.60810089111328]"
closed,Grant Airport,43.341701507568,-85.775001525879,815.0,US,"[-85.775001525879, 43.341701507568]"
heliport,SCE Lugo Substation Heliport,34.368241,-117.370059,3733.0,US,"[-117.370059, 34.368241]"
small_airport,Swansboro Country Airport,38.79990005493164,-120.73400115966795,2594.0,US,"[-120.73400115966795, 38.79990005493164]"
heliport,Los Angeles County Sheriff's Department Heliport,34.03779983520508,-118.15399932861328,300.0,US,"[-118.15399932861328, 34.03779983520508]"
heliport,St Vincent General Hospital Heliport,39.24530029296875,-106.24600219726562,10175.0,US,"[-106.24600219726562, 39.24530029296875]"
heliport,Berlin Fairgrounds Heliport,41.62730026245117,-72.72750091552734,60.0,US,"[-72.72750091552734, 41.62730026245117]"
small_airport,Rybolt Ranch Airport,28.589399337768555,-81.14420318603516,55.0,US,"[-81.14420318603516, 28.589399337768555]"
heliport,Advent Health Altamonte Springs Heliport,28.666639,-81.3697,86.0,US,"[-81.3697, 28.666639]"
small_airport,Cedar Knoll Flying Ranch Airport,28.78190040588379,-81.1592025756836,19.0,US,"[-81.1592025756836, 28.78190040588379]"
heliport,Medical Center Heliport,32.47930145263672,-84.9791030883789,319.0,US,"[-84.9791030883789, 32.47930145263672]"
small_airport,The Farm Airport,32.674400329589844,-82.77110290527344,375.0,US,"[-82.77110290527344, 32.674400329589844]"
small_airport,Stender Airport,41.66109848022461,-90.74130249023438,725.0,US,"[-90.74130249023438, 41.66109848022461]"
small_airport,Lava Hot Springs Airport,42.6082,-112.031998,5268.0,US,"[-112.031998, 42.6082]"
small_airport,Myers Field,39.8849983215332,-86.50669860839844,950.0,US,"[-86.50669860839844, 39.8849983215332]"
heliport,Hoopeston Community Memorial Hospital Heliport,40.45859909057617,-87.65950012207031,583.0,US,"[-87.65950012207031, 40.45859909057617]"
heliport,Community Hospital Heliport,40.13090133666992,-85.69580078125,890.0,US,"[-85.69580078125, 40.13090133666992]"
small_airport,William E. Koenig Airport,39.01620101928711,-90.31819915771484,670.0,US,"[-90.31819915771484, 39.01620101928711]"
small_airport,Hilliard Airpark,30.68630027770996,-81.90570068359375,59.0,US,"[-81.90570068359375, 30.68630027770996]"
small_airport,Caldwell Municipal Airport,37.03609848022461,-97.5864028930664,1157.0,US,"[-97.5864028930664, 37.03609848022461]"
small_airport,Flying N Ranch Airport,38.54059982299805,-97.00330352783205,1485.0,US,"[-97.00330352783205, 38.54059982299805]"
heliport,Lourdes Hospital Heliport,37.051700592041016,-88.64689636230469,419.0,US,"[-88.64689636230469, 37.051700592041016]"
small_airport,Barham Airport,32.638999938964844,-91.77369689941406,90.0,US,"[-91.77369689941406, 32.638999938964844]"
small_airport,Schumaier Restricted Landing Area,38.12580108642578,-89.46389770507812,555.0,US,"[-89.46389770507812, 38.12580108642578]"
small_airport,Country Breeze Airport,30.70599937438965,-91.07740020751952,125.0,US,"[-91.07740020751952, 30.70599937438965]"
heliport,Compaq Andover Heliport,42.625099182128906,-71.18009948730469,140.0,US,"[-71.18009948730469, 42.625099182128906]"
seaplane_base,Annapolis Seaplane Base,38.999199,-76.456001,,US,"[-76.456001, 38.999199]"
seaplane_base,Saint Peter's Seaplane Base,46.778900146484375,-68.50029754638672,608.0,US,"[-68.50029754638672, 46.778900146484375]"
heliport,Flow Through Terminal Heliport,43.04949951171875,-83.67970275878906,736.0,US,"[-83.67970275878906, 43.04949951171875]"
seaplane_base,Barnes Seaplane Base,47.899600982666016,-92.55740356445312,1358.0,US,"[-92.55740356445312, 47.899600982666016]"
heliport,Highway Patrol Troop C Headquarters Heliport,38.641700744628906,-90.48429870605467,615.0,US,"[-90.48429870605467, 38.641700744628906]"
small_airport,Crystal Lakes Resort Airport,48.789100646972656,-114.87999725341795,3141.0,US,"[-114.87999725341795, 48.789100646972656]"
small_airport,Topsail Airpark,34.47529983520508,-77.5813980102539,65.0,US,"[-77.5813980102539, 34.47529983520508]"
small_airport,Detour Airport,40.84360122680664,-100.65299987792967,3000.0,US,"[-100.65299987792967, 40.84360122680664]"
small_airport,Moore Airfield,43.6445,-72.086998,835.0,US,"[-72.086998, 43.6445]"
heliport,Albert Guido Memorial Heliport,40.741798400878906,-74.13710021972656,10.0,US,"[-74.13710021972656, 40.741798400878906]"
small_airport,Champion Ranch Airport,33.008611,-104.540278,3630.0,US,"[-104.540278, 33.008611]"
small_airport,Lantana Ranch Airport,38.76390075683594,-119.0270004272461,4600.0,US,"[-119.0270004272461, 38.76390075683594]"
heliport,Vassar Hospital Heliport,41.692415,-73.93683,100.0,US,"[-73.93683, 41.692415]"
heliport,Galion Community Hospital Heliport,40.73059844970703,-82.80159759521484,1140.0,US,"[-82.80159759521484, 40.73059844970703]"
closed,Lawrence Airport,35.294498,-98.636496,1525.0,US,"[-98.636496, 35.294498]"
small_airport,Spring Creek Ranch East Airport,34.391667,-96.690833,1060.0,US,"[-96.690833, 34.391667]"
closed,Red & White Flying Service Airport,43.119301,-121.044997,4346.0,US,"[-121.044997, 43.119301]"
closed,Pine Heliport,40.655602,-80.050903,1215.0,US,"[-80.050903, 40.655602]"
small_airport,Bierly(Personal Use) Airport,40.93059921264648,-77.73889923095703,960.0,US,"[-77.73889923095703, 40.93059921264648]"
small_airport,Nort's Resort Airport,41.59590148925781,-76.02960205078125,1040.0,US,"[-76.02960205078125, 41.59590148925781]"
small_airport,York Airport,35.032100677490234,-81.25279998779297,779.0,US,"[-81.25279998779297, 35.032100677490234]"
heliport,Thirty Thirty Matlock Office Center Heliport,32.69419860839844,-97.11579895019533,630.0,US,"[-97.11579895019533, 32.69419860839844]"
small_airport,Smith Field,32.73759841918945,-96.4280014038086,505.0,US,"[-96.4280014038086, 32.73759841918945]"
small_airport,Colonial Air Park,34.99589920043945,-89.73059844970703,370.0,US,"[-89.73059844970703, 34.99589920043945]"
closed,St Joseph Hospital Heliport,32.7285,-97.324501,675.0,US,"[-97.324501, 32.7285]"
heliport,Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119,7.0,US,"[-95.402119, 29.012067]"
closed,Mims Farm Ultralightport,32.388115,-96.877398,610.0,US,"[-96.877398, 32.388115]"
small_airport,Duckwater Airport,38.851600646972656,-115.63400268554688,5124.0,US,"[-115.63400268554688, 38.851600646972656]"
small_airport,La Sal Junction Airport,38.30830001831055,-109.39600372314452,6000.0,US,"[-109.39600372314452, 38.30830001831055]"
small_airport,Pickles Airport,39.125,-77.9250030518,500.0,US,"[-77.9250030518, 39.125]"
heliport,Willapa Harbor Heliport,46.66320037841797,-123.81199645996094,154.0,US,"[-123.81199645996094, 46.66320037841797]"
small_airport,Prehn Cranberry Company Airport,44.0099983215332,-90.38919830322266,930.0,US,"[-90.38919830322266, 44.0099983215332]"
heliport,Whidbey General Hospital Heliport,48.2134017944336,-122.68499755859376,103.0,US,"[-122.68499755859376, 48.2134017944336]"
heliport,Odyssey Heliport,47.518178,-122.210908,20.0,US,"[-122.210908, 47.518178]"
small_airport,Keyhole Airport,44.347198486328125,-104.81099700927734,4250.0,US,"[-104.81099700927734, 44.347198486328125]"
heliport,Ascension Seton Hays Heliport,30.007222,-97.853333,715.0,US,"[-97.853333, 30.007222]"
heliport,Meadowood Ranch Heliport,32.020198822021484,-95.74549865722656,500.0,US,"[-95.74549865722656, 32.020198822021484]"
small_airport,Barefoot Airport,61.506147,-149.912825,160.0,US,"[-149.912825, 61.506147]"
small_airport,Rustic Wilderness Airport,61.876907,-150.097626,190.0,US,"[-150.097626, 61.876907]"
small_airport,Bass Field,30.37150001525879,-87.76439666748047,61.0,US,"[-87.76439666748047, 30.37150001525879]"
closed,Three Rivers Airport,34.822445,-92.44442,264.0,US,"[-92.44442, 34.822445]"
closed,Winchester Farm Airstrip,32.376401,-109.936996,4200.0,US,"[-109.936996, 32.376401]"
heliport,Swepi Beta Platform Ellen Heliport,33.58250045776367,-118.12899780273438,122.0,US,"[-118.12899780273438, 33.58250045776367]"
small_airport,Shannon Field,34.129600524902344,-90.52400207519533,165.0,US,"[-90.52400207519533, 34.129600524902344]"
small_airport,Conover Air Lodge Airport,34.761101,-119.058998,5160.0,US,"[-119.058998, 34.761101]"
small_airport,Mc Cullough Airport,37.64329910279999,-106.04699707,7615.0,US,"[-106.04699707, 37.64329910279999]"
heliport,Strangers Point Heliport,41.91960144042969,-72.44450378417969,540.0,US,"[-72.44450378417969, 41.91960144042969]"
small_airport,Osborn Airfield,28.52669906616211,-81.87480163574219,121.0,US,"[-81.87480163574219, 28.52669906616211]"
small_airport,Triple R Ranch Airport,30.950976,-86.635555,209.0,US,"[-86.635555, 30.950976]"
closed,Cuchens Airport,30.642527,-86.118779,215.0,US,"[-86.118779, 30.642527]"
small_airport,Doug Bolton Field,34.202598571777344,-83.42900085449219,884.0,US,"[-83.42900085449219, 34.202598571777344]"
small_airport,Etowah Fields Airport,34.17530059814453,-84.92440032958984,710.0,US,"[-84.92440032958984, 34.17530059814453]"
heliport,K3 Helipad Heliport,21.36199951171875,-157.9510040283203,9.0,US,"[-157.9510040283203, 21.36199951171875]"
heliport,Boone County Hospital Heliport,42.05609893798828,-93.87799835205078,1160.0,US,"[-93.87799835205078, 42.05609893798828]"
small_airport,Morgan Ranch Airport,44.55550003051758,-115.30500030517578,5634.0,US,"[-115.30500030517578, 44.55550003051758]"
small_airport,King Ultralightport,40.06230163574219,-86.21050262451172,925.0,US,"[-86.21050262451172, 40.06230163574219]"
small_airport,Diamond P. Field,40.20890045166016,-85.54080200195312,904.0,US,"[-85.54080200195312, 40.20890045166016]"
heliport,Condell Medical Center Heliport,42.274600982666016,-87.9572982788086,762.0,US,"[-87.9572982788086, 42.274600982666016]"
small_airport,Jmj Landing Airport,39.222198486328125,-96.0552978515625,1170.0,US,"[-96.0552978515625, 39.222198486328125]"
heliport,St Claire Healthcare Heliport,38.181441,-83.443319,781.0,US,"[-83.443319, 38.181441]"
heliport,Boone National Guard Heliport,38.190282,-84.906442,760.0,US,"[-84.906442, 38.190282]"
heliport,La State Police Troop G Heliport,32.53129959106445,-93.6602020263672,168.0,US,"[-93.6602020263672, 32.53129959106445]"
heliport,Windy Hill Heliport,30.14830017089844,-91.91899871826172,25.0,US,"[-91.91899871826172, 30.14830017089844]"
heliport,Cuttyhunk Heliport,41.41960144042969,-70.927001953125,9.0,US,"[-70.927001953125, 41.41960144042969]"
small_airport,Garner Field,38.672544,-76.709739,141.0,US,"[-76.709739, 38.672544]"
small_airport,Nadeau's Airfield,43.537467,-70.930685,700.0,US,"[-70.930685, 43.537467]"
small_airport,Fairplains Airpark,43.15710067749024,-85.14849853515625,850.0,US,"[-85.14849853515625, 43.15710067749024]"
small_airport,Greenbush Municipal Airport,48.68330001831055,-96.19200134277344,1070.0,US,"[-96.19200134277344, 48.68330001831055]"
small_airport,Troy Airpark,39.04999923706055,-91.03350067138672,650.0,US,"[-91.03350067138672, 39.04999923706055]"
small_airport,Watts Field,34.100101470947266,-90.8468017578125,153.0,US,"[-90.8468017578125, 34.100101470947266]"
closed,Barrett Field,47.2374,-111.74304,3350.0,US,"[-111.74304, 47.2374]"
closed,Timber Line Airpark,36.654233,-93.797418,1550.0,US,"[-93.797418, 36.654233]"
closed,Race City Heliport,35.540477,-80.598047,809.0,US,"[-80.598047, 35.540477]"
small_airport,Benes Service Airport,41.074501037597656,-96.90450286865234,1550.0,US,"[-96.90450286865234, 41.074501037597656]"
seaplane_base,Iroquois Landing Seaplane Base,44.65710067749024,-71.21910095214844,1180.0,US,"[-71.21910095214844, 44.65710067749024]"
heliport,Penske Heliport,40.55730056762695,-74.46710205078125,78.0,US,"[-74.46710205078125, 40.55730056762695]"
small_airport,Paiute Meadows Airport,41.299551,-118.926709,4443.0,US,"[-118.926709, 41.299551]"
heliport,Hansen Heliport,43.132598876953125,-75.65550231933594,435.0,US,"[-75.65550231933594, 43.132598876953125]"
small_airport,Zimmerman Airport,41.37639999389648,-83.08329772949219,614.0,US,"[-83.08329772949219, 41.37639999389648]"
small_airport,Murtha Airport,41.80199813842773,-80.56539916992188,950.0,US,"[-80.56539916992188, 41.80199813842773]"
closed,Canon Heliport,35.458401,-97.525297,1191.0,US,"[-97.525297, 35.458401]"
heliport,War Veterans Colony Heliport,34.811412,-95.307727,807.0,US,"[-95.307727, 34.811412]"
small_airport,Rowena Dell Airport,45.68149948120117,-121.31600189208984,705.0,US,"[-121.31600189208984, 45.68149948120117]"
heliport,Stottle Memorial Heliport,40.403596,-77.556602,591.0,US,"[-77.556602, 40.403596]"
heliport,Lag Iii Heliport,40.43830108642578,-79.7699966430664,1070.0,US,"[-79.7699966430664, 40.43830108642578]"
heliport,Peco Berwyn Heliport,40.06959915161133,-75.4552001953125,390.0,US,"[-75.4552001953125, 40.06959915161133]"
small_airport,Hughes Ultralightport,41.90060043334961,-77.23030090332031,1700.0,US,"[-77.23030090332031, 41.90060043334961]"
small_airport,Harpers Airport,32.75849914550781,-81.22480010986328,111.0,US,"[-81.22480010986328, 32.75849914550781]"
small_airport,Wise River Airport,45.76910018920898,-112.98200225830078,5830.0,US,"[-112.98200225830078, 45.76910018920898]"
heliport,Matagorda Shore Facility Heliport,28.722177,-95.875813,5.0,US,"[-95.875813, 28.722177]"
heliport,Baylor Medical Center Heliport,32.39540100097656,-96.86419677734376,560.0,US,"[-96.86419677734376, 32.39540100097656]"
small_airport,Ellis Field,35.780601501464844,-86.58419799804688,840.0,US,"[-86.58419799804688, 35.780601501464844]"
closed,FWOMC Heliport,32.747601,-97.370003,684.0,US,"[-97.370003, 32.747601]"
closed,The Palms At Kitty Hawk Airport,33.370403,-101.922882,3235.0,US,"[-101.922882, 33.370403]"
small_airport,Lucin Airport,41.36629867553711,-113.84300231933594,4412.0,US,"[-113.84300231933594, 41.36629867553711]"
small_airport,The Greenhouse Airport,38.43569946289063,-77.8572006225586,320.0,US,"[-77.8572006225586, 38.43569946289063]"
heliport,Northstar Aviation Heliport,36.63880157470703,-82.11669921875,1850.0,US,"[-82.11669921875, 36.63880157470703]"
small_airport,Cawleys South Prairie Airport,47.15230178833008,-122.09400177001952,690.0,US,"[-122.09400177001952, 47.15230178833008]"
small_airport,Beer Airport,45.03189849853516,-92.65579986572266,920.0,US,"[-92.65579986572266, 45.03189849853516]"
small_airport,Fowler Field,48.74580001831055,-119.31900024414062,2150.0,US,"[-119.31900024414062, 48.74580001831055]"
small_airport,JLS Farms Airport,33.591319,-95.882864,675.0,US,"[-95.882864, 33.591319]"
closed,Seidel Ranch Airport,30.147699,-97.662804,510.0,US,"[-97.662804, 30.147699]"
heliport,Trapper T Heliport,61.556055,-149.284527,159.0,US,"[-149.284527, 61.556055]"
seaplane_base,Joe Clouds Seaplane Base,60.72722244262695,-151.13278198242188,150.0,US,"[-151.13278198242188, 60.72722244262695]"
heliport,Highland Medical Center Heliport,34.662604,-86.046774,628.0,US,"[-86.046774, 34.662604]"
heliport,Hscmh Heliport,34.357601165771484,-92.78849792480467,350.0,US,"[-92.78849792480467, 34.357601165771484]"
small_airport,Thompson International Aviation Airport,31.430971,-110.088087,4275.0,US,"[-110.088087, 31.430971]"
heliport,Grossmont Hospital Heliport,32.779484,-117.006952,634.0,US,"[-117.006952, 32.779484]"
small_airport,Kugel-Strong Airport,40.2125015259,-104.744003296,4950.0,US,"[-104.744003296, 40.2125015259]"
small_airport,Lake Persimmon Airstrip,27.353099822998047,-81.40809631347656,70.0,US,"[-81.40809631347656, 27.353099822998047]"
closed,Tharpe Airport,30.8288,-85.731003,115.0,US,"[-85.731003, 30.8288]"
heliport,Ranger Heliport,26.683716,-80.186561,20.0,US,"[-80.186561, 26.683716]"
small_airport,HIA Airport,32.5623056,-81.8576944,238.0,US,"[-81.8576944, 32.5623056]"
closed,Clarks Dream Strip,39.644199,-83.018204,680.0,US,"[-83.018204, 39.644199]"
closed,East Field,41.581902,-92.461304,954.0,US,"[-92.461304, 41.581902]"
small_airport,Flying Y Ranch Airport,44.7943000793457,-116.53299713134766,3180.0,US,"[-116.53299713134766, 44.7943000793457]"
small_airport,Davis Field Ultralightport,37.9620018005,-87.7789001465,465.0,US,"[-87.7789001465, 37.9620018005]"
small_airport,Wix Airport,41.40230178833008,-87.81670379638672,750.0,US,"[-87.81670379638672, 41.40230178833008]"
small_airport,Heinzman Airport,40.18000030517578,-86.01249694824219,850.0,US,"[-86.01249694824219, 40.18000030517578]"
heliport,OSF St Anthony's Health Center Heliport,38.904999,-90.173401,580.0,US,"[-90.173401, 38.904999]"
heliport,Valley Grain Heliport,39.86470031738281,-95.26409912109376,1160.0,US,"[-95.26409912109376, 39.86470031738281]"
small_airport,Flying H Farms Airport,37.79169845581055,-87.54139709472656,385.0,US,"[-87.54139709472656, 37.79169845581055]"
heliport,Damien Heliport,30.19960021972656,-91.12789916992188,25.0,US,"[-91.12789916992188, 30.19960021972656]"
heliport,Fmc Nr 1 Heliport,32.15900039672852,-91.70800018310548,79.0,US,"[-91.70800018310548, 32.15900039672852]"
seaplane_base,Lakeside Marina Seaplane Base,44.320899963378906,-69.8895034790039,165.0,US,"[-69.8895034790039, 44.320899963378906]"
small_airport,Hadley Airport,42.39310073852539,-72.552001953125,150.0,US,"[-72.552001953125, 42.39310073852539]"
heliport,Upper Chesapeake Medical Center Heliport,39.518427,-76.346022,302.0,US,"[-76.346022, 39.518427]"
small_airport,Maple Ridge Airport,44.08420181274414,-70.6272964477539,556.0,US,"[-70.6272964477539, 44.08420181274414]"
heliport,Harold Miller Heliport,43.550899505615234,-83.86219787597656,585.0,US,"[-83.86219787597656, 43.550899505615234]"
small_airport,Nauerth Land Ranch Airport,43.62519836425781,-95.22470092773438,1435.0,US,"[-95.22470092773438, 43.62519836425781]"
closed,Cahoochie Airport,37.884499,-93.131599,1010.0,US,"[-93.131599, 37.884499]"
heliport,Vicksburg Medical Center Heliport,32.31880187988281,-90.8832015991211,110.0,US,"[-90.8832015991211, 32.31880187988281]"
small_airport,Cascade Field,47.267327,-111.71748,3580.0,US,"[-111.71748, 47.267327]"
small_airport,Mc Donnell Airport,38.4925003052,-94.41249847410002,874.0,US,"[-94.41249847410002, 38.4925003052]"
small_airport,Pilots Ridge Airport,34.10430145263672,-77.9041976928711,35.0,US,"[-77.9041976928711, 34.10430145263672]"
small_airport,Olafson Brothers Airport,48.62639999389648,-97.8290023803711,1045.0,US,"[-97.8290023803711, 48.62639999389648]"
small_airport,Hyde Ranch Airport,41.5463981628418,-99.3311996459961,2430.0,US,"[-99.3311996459961, 41.5463981628418]"
heliport,Lorden Heliport,42.81539916992188,-71.12439727783203,400.0,US,"[-71.12439727783203, 42.81539916992188]"
closed,AT&T Heliport,40.668713,-74.410152,360.0,US,"[-74.410152, 40.668713]"
heliport,Miner's Colfax Medical Center Heliport,36.862377,-104.442853,6600.0,US,"[-104.442853, 36.862377]"
heliport,Johnston Medical Center Heliport,35.63027,-78.50392,320.0,US,"[-78.50392, 35.63027]"
small_airport,Llama Ranch Airport,40.58440017700195,-115.2979965209961,6120.0,US,"[-115.2979965209961, 40.58440017700195]"
small_airport,Talmage Field,40.95840072631836,-72.716796875,95.0,US,"[-72.716796875, 40.95840072631836]"
small_airport,Gibbs Field,41.416933,-83.018339,580.0,US,"[-83.018339, 41.416933]"
heliport,"Cleveland Clinic, Marymount Hospital Heliport",41.420312,-81.599552,890.0,US,"[-81.599552, 41.420312]"
small_airport,Sahoma Lake Airport,36.041259,-96.161517,890.0,US,"[-96.161517, 36.041259]"
small_airport,Powwatka Ridge Airport,45.85540008544922,-117.48400115966795,3340.0,US,"[-117.48400115966795, 45.85540008544922]"
heliport,Collegeville Heliport,40.162899017333984,-75.4656982421875,197.0,US,"[-75.4656982421875, 40.162899017333984]"
heliport,M.P. Metals Heliport,41.066861,-76.180806,479.0,US,"[-76.180806, 41.066861]"
small_airport,Sun View Field Airport,39.065947,-94.921703,980.0,US,"[-94.921703, 39.065947]"
closed,Ziggy's Field,40.849998,-77.905602,1050.0,US,"[-77.905602, 40.849998]"
small_airport,Sandy River Airport,45.401798248291016,-122.22899627685548,704.0,US,"[-122.22899627685548, 45.401798248291016]"
